incident_id,case_number,incident_datetime,incident_type,incident_description,address_1,City,state,Latitude,Longitude,created_date,updated_date,location,hour_of_day,day_of_week,parent_incident_type
"839,215,182",18-0840112,2018 Mar 25 02:35:00 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block PARKSIDE AV,BUFFALO,NY,42.93651378,-78.85060513,2018 Mar 25 09:23:29 AM,2019 Sep 23 11:31:22 PM,POINT (-78.85060512640382 42.93651377555571),2,Sunday,Breaking & Entering
"839,417,900",18-0850671,2018 Mar 25 03:00:00 AM,ROBBERY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1200 Block BROADWAY,BUFFALO,NY,42.89485225,-78.83042224,2018 Mar 26 09:56:15 PM,2019 Sep 23 11:31:52 PM,POINT (-78.83042224490192 42.894852250787515),3,Sunday,Robbery
"839,261,580",18-0840859,2018 Mar 25 10:45:00 PM,UUV,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,400 Block RICHMOND AV,BUFFALO,NY,42.91336119,-78.88163828,2018 Mar 26 04:53:26 AM,2019 Sep 23 11:31:24 PM,POINT (-78.88163827856671 42.91336118770414),22,Sunday,Theft of Vehicle
"839,299,189",18-0840890,2018 Mar 25 11:52:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block AMHERST ST,BUFFALO,NY,42.93983903,-78.82350631,2018 Mar 26 06:07:08 AM,2019 Sep 23 11:31:53 PM,POINT (-78.82350631251313 42.93983903325543),23,Sunday,Theft
"909,640,857",19-0690312,2019 Mar 09 06:45:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,UPPER TERRACE ST & PEARL ST,BUFFALO,NY,42.87967669,-78.87763306,2019 Mar 10 04:38:59 PM,2019 Sep 23 11:34:36 PM,POINT (-78.87763306220528 42.87967669191967),18,Saturday,Theft
"909,670,152",19-0690688,2019 Mar 10 07:38:42 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,900 Block BROADWAY AV,BUFFALO,NY,42.90126008,-78.8363075,2019 Mar 11 05:00:59 AM,2019 Sep 23 11:34:39 PM,POINT (-78.8363074961733 42.90126007994275),19,Sunday,Theft
"839,426,479",18-0850698,2018 Mar 26 05:27:54 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,DELAWARE ST & W FERRY,BUFFALO,NY,42.91536847,-78.86921667,2018 Mar 26 11:23:52 PM,2019 Sep 23 11:32:44 PM,POINT (-78.86921666686048 42.915368469365184),17,Monday,Assault
"840,181,048",18-0850789,2018 Mar 26 05:30:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block WAKEFIELD AV,BUFFALO,NY,42.9341946,-78.83263331,2018 Mar 28 06:16:53 AM,2019 Sep 23 11:32:16 PM,POINT (-78.83263331232934 42.93419460214471),17,Monday,Assault
"839,329,747",18-0850269,2018 Mar 26 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,200 Block JOHNSON ST,BUFFALO,NY,42.89692418,-78.84868004,2018 Mar 26 04:45:51 PM,2019 Sep 23 11:31:24 PM,POINT (-78.84868004172789 42.896924179629494),0,Monday,Theft
"839,329,746",18-0850261,2018 Mar 26 09:47:29 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,700 Block NORTHAMPTON ST,BUFFALO,NY,42.90706832,-78.8402505,2018 Mar 26 04:45:51 PM,2019 Sep 23 11:32:49 PM,POINT (-78.8402504977045 42.907068321225395),9,Monday,Assault
"839,367,927",18-0850481,2018 Mar 26 10:10:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,NORTHAMPTON ST & ELLICOTT ST,BUFFALO,NY,42.90053445,-78.86504267,2018 Mar 26 08:16:06 PM,2019 Sep 23 11:31:24 PM,POINT (-78.86504267453017 42.90053444734188),10,Monday,Assault
"839,449,024",18-0850974,2018 Mar 26 10:35:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block BROOKLYN ST,BUFFALO,NY,42.91157165,-78.85075863,2018 Mar 27 06:04:30 AM,2019 Sep 23 11:31:52 PM,POINT (-78.85075862997084 42.91157165196693),22,Monday,Assault
"839,452,901",18-0851032,2018 Mar 26 11:20:42 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,600 Block AMHERST ST,BUFFALO,NY,42.93999218,-78.81577627,2018 Mar 27 07:16:32 AM,2019 Sep 23 11:32:47 PM,POINT (-78.81577626587033 42.93999218336202),23,Monday,Theft
"903,539,348",19-0280996,2019 Jan 28 08:30:00 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,500 Block DARTMOUTH AV,BUFFALO,NY,42.94366254,-78.80518315,2019 Jan 29 07:54:50 AM,2019 Sep 23 11:33:47 PM,POINT (-78.80518315177795 42.943662537520254),8,Monday,Breaking & Entering
"903,249,691",19-0250951,2019 Jan 25 10:09:03 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,VIRGINIA ST & KEEP ALLEY,BUFFALO,NY,42.89668241,-78.88010239,2019 Jan 26 11:44:22 AM,2019 Jan 27 01:35:05 AM,POINT (-78.88010239435762 42.896682406345434),10,Friday,Assault
"903,647,523",19-0290498,2019 Jan 09 12:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block GROVELAND ST,BUFFALO,NY,42.95388606,-78.83693384,2019 Jan 29 07:57:09 PM,2019 Feb 03 01:41:33 AM,POINT (-78.83693383752629 42.95388606473178),12,Wednesday,Theft
"903,281,291",19-0260656,2019 Jan 24 12:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,2500 Block DELAWARE AV,BUFFALO,NY,42.95485192,-78.86951143,2019 Jan 26 11:48:13 PM,2019 Feb 03 01:41:24 AM,POINT (-78.86951142735634 42.95485192022236),12,Thursday,Theft
"909,589,504",19-0680647,2019 Feb 08 12:00:00 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,500 Block TONAWANDA ST,BUFFALO,NY,42.94360153,-78.9009439,2019 Mar 09 10:41:47 PM,2019 Sep 23 11:34:39 PM,POINT (-78.90094389778648 42.94360153037262),0,Friday,Theft
"909,589,502",19-0680555,2019 Feb 13 05:00:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,2100 Block ELMWOOD AV,BUFFALO,NY,42.95447207,-78.87862425,2019 Mar 09 10:41:47 PM,2019 Sep 23 11:34:39 PM,POINT (-78.87862424795195 42.95447207424472),17,Wednesday,Theft
"908,310,192",19-0580703,2019 Feb 23 12:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,3400 Block BAILEY AV,BUFFALO,NY,42.94822733,-78.8140144,2019 Feb 27 10:52:55 PM,2019 Sep 23 11:34:02 PM,POINT (-78.81401439822929 42.94822732574397),0,Saturday,Assault
"908,315,968",19-0580726,2019 Feb 23 03:00:00 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block HUNTINGTON AV,BUFFALO,NY,42.9475164,-78.88389479,2019 Feb 28 12:40:10 AM,2019 Sep 23 11:34:02 PM,POINT (-78.88389478750194 42.94751640360047),3,Saturday,Assault
"908,358,351",19-0590088,2019 Feb 23 09:31:05 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block GORTON ST,BUFFALO,NY,42.93992678,-78.90021543,2019 Feb 28 02:22:40 PM,2019 Sep 23 11:34:03 PM,POINT (-78.90021543458633 42.93992677795325),9,Saturday,Assault
"893,142,428",18-3420136,2018 Dec 08 03:21:08 AM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block ALLEN ST,BUFFALO,NY,42.89926827,-78.87753961,2018 Dec 08 12:21:39 PM,2019 Sep 23 11:34:13 PM,POINT (-78.877539612011 42.89926826862273),3,Saturday,Assault
"837,888,100",18-0720485,2018 Mar 13 07:30:00 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block 18TH ST,BUFFALO,NY,42.91438912,-78.88724283,2018 Mar 13 10:19:14 PM,2019 Sep 23 11:30:31 PM,POINT (-78.8872428289976 42.91438911834483),7,Tuesday,Breaking & Entering
"838,186,543",18-0740551,2018 Mar 13 08:00:00 AM,BURGLARY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,800 Block NIAGARA ST,BUFFALO,NY,42.90722815,-78.8972111,2018 Mar 15 11:36:42 PM,2019 Sep 23 11:32:40 PM,POINT (-78.89721109501617 42.90722814930933),8,Tuesday,Breaking & Entering
"837,689,391",18-0720309,2018 Mar 13 11:57:36 AM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,2600 Block DELAWARE AV,BUFFALO,NY,42.95539024,-78.87366037,2018 Mar 13 06:26:35 PM,2019 Sep 23 11:32:45 PM,POINT (-78.87366037059289 42.95539024320731),11,Tuesday,Theft
"838,639,692",18-0790772,2018 Mar 13 08:00:00 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,1 Block BLOOMFIELD ST,BUFFALO,NY,42.84832947,-78.82400917,2018 Mar 21 04:59:13 AM,2019 Sep 23 11:31:15 PM,POINT (-78.82400916550749 42.84832946719822),20,Tuesday,Assault
"837,989,500",18-0720708,2018 Mar 13 08:27:52 PM,ASSAULT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block ZELMER ST,BUFFALO,NY,42.91394194,-78.80750299,2018 Mar 14 10:43:58 AM,2019 Sep 23 11:32:45 PM,POINT (-78.80750299063465 42.913941939392906),20,Tuesday,Assault
"837,967,819",18-0720740,2018 Mar 13 09:00:00 PM,ROBBERY,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,WALDEN AV & BAILEY AV,BUFFALO,NY,42.90484725,-78.81377794,2018 Mar 14 03:53:04 AM,2019 Sep 23 11:31:52 PM,POINT (-78.81377793951953 42.90484725018363),21,Tuesday,Robbery
"901,293,692",19-0140741,2014 Oct 07 11:05:00 PM,RAPE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,600 Block MAIN ST,BUFFALO,NY,42.89289048,-78.87146384,2019 Jan 16 01:25:13 AM,2019 Sep 23 11:36:21 PM,POINT (-78.87146383534977 42.89289047689623),23,Tuesday,Sexual Assault
"884,206,280",18-3030932,2017 Jan 01 08:00:00 PM,RAPE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,500 Block BUSTI AV,BUFFALO,NY,42.89854327,-78.89235262,2018 Oct 31 04:50:03 AM,2019 Sep 23 11:34:03 PM,POINT (-78.89235262478063 42.89854327358533),20,Sunday,Sexual Assault
"884,259,057",18-3040455,2018 Jan 30 05:30:00 AM,RAPE,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,100 Block DONOVAN ST,BUFFALO,NY,42.88562658,-78.82038546,2018 Oct 31 08:15:19 PM,2019 Sep 23 11:33:07 PM,POINT (-78.82038546205108 42.88562657922006),5,Tuesday,Sexual Assault
"884,261,240",18-3040485,2018 Jan 31 01:30:00 PM,LARCENY/THEFT,Buffalo Police are investigating this report of a crime. It is important to note that this is very preliminary information and further investigation as to the facts and circumstances of this report may be necessary.,300 Block FRANKLIN ST,BUFFALO,NY,42.89442014,-78.87419521,2018 Oct 31 09:01:30 PM,2019 Sep 23 11:34:12 PM,POINT (-78.87419521227062 42.89442014456382),13,Wednesday,Theft
