ID,Incident Date and Time,Incident Type,Street,City,State,Zip,Latitude,Longitude
"743,666,680",2000 Feb 14 10:25:00 PM,DAMAGE TO PROPERTY OFFENSE,700 Block CLARK DR,ATHENS,GA,30683.0,33.9183254,-83.2587247
"743,666,682",2000 Feb 14 10:25:00 PM,ALL OTHER OFFENSES,700 Block CLARK DR,ATHENS,GA,30683.0,33.9183254,-83.2587247
"743,704,124",2000 Feb 14 10:25:00 PM,OTHER ASSAULTS,700 Block CLARK DR,ATHENS,GA,30683.0,33.9183254,-83.2587247
"743,489,313",2000 Feb 14 11:00:00 PM,ALL OTHER OFFENSES,100 Block SARTAIN DR,ATHENS,GA,30605.0,33.959964,-83.317379
"743,710,299",2000 Feb 14 11:00:00 PM,OTHER ASSAULTS,100 Block SARTAIN DR,ATHENS,GA,30605.0,33.959964,-83.317379
"743,489,258",2000 Feb 14 11:30:00 PM,ALL OTHER OFFENSES,400 Block OLD COMMERCE RD,ATHENS,GA,30607.0,33.9949863,-83.3805659
"743,493,246",2000 Feb 14 11:30:00 PM,DISORDERLY CONDUCT,400 Block OLD COMMERCE RD,ATHENS,GA,30607.0,33.9949863,-83.3805659
"743,635,479",2000 Feb 15 01:00:00 AM,LARCENY-THEFT,800 Block GAINES SCHOOL RD,ATHENS,GA,30605.0,33.9304544,-83.3344679
"743,640,414",2000 Feb 15 01:18:00 AM,DRIVING UNDER THE INFLUENCE,CEDAR SHOALS DR,ATHENS,GA,30605.0,33.9197017,-83.3245529
"743,646,088",2000 Feb 15 02:09:00 AM,DRIVING UNDER THE INFLUENCE,1 Block HUNTINGTON ROAD EXT,ATHENS,GA,33.9519347,-83.357567,2016 Jan 11 06:43:24 PM
"743,711,317",2000 Feb 15 02:10:00 AM,OTHER ASSAULTS,400 Block E CLAYTON ST,ATHENS,GA,30601.0,33.958543,-83.3738736
"743,627,944",2000 Feb 15 02:47:00 AM,DRIVING UNDER THE INFLUENCE,OCONEE ST,ATHENS,GA,33.950184,-83.3632329,2016 Jan 11 06:36:13 PM
"743,705,763",2000 Feb 15 03:00:00 AM,OTHER ASSAULTS,100 Block COLLEGE AV,ATHENS,GA,30601.0,33.9579586,-83.3750774
"743,489,310",2000 Feb 15 03:19:00 AM,ALL OTHER OFFENSES,100 Block SAYEMORE DR,ATHENS,GA,30601.0,33.991828,-83.3637059
"743,877,440",2000 Feb 15 08:15:00 AM,DISORDERLY CONDUCT,400 Block PULASKI ST,ATHENS,GA,30601.0,33.9600982,-83.3809029
"743,645,016",2000 Feb 15 09:00:00 AM,LARCENY-THEFT,100 Block DUDLEY PARK RD,ATHENS,GA,30601.0,33.963646,-83.3982889
