ID,Incident Date and Time,Incident Type,Street,City,State,Zip,Latitude,Longitude
"865,528,107",2018 Jul 31 03:30:00 PM,BURGLARY,100 Block LEWIS ST,BUFFALO,NY,14206,42.88217327,-78.83145367
"865,519,421",2018 Jul 31 11:00:00 PM,LARCENY/THEFT,400 Block BRISTOL ST,BUFFALO,NY,14206,42.88080709,-78.84126082
"865,512,380",2018 Aug 01 11:00:00 AM,UUV,1 Block PANSY PL,BUFFALO,NY,14206,42.92068936,-78.84728862
"865,480,259",2018 Aug 02 02:26:57 AM,ASSAULT,CLINTON ST & BAILEY AV,BUFFALO,NY,14206,42.87207256,-78.81999784
"865,497,531",2018 Aug 02 05:30:00 AM,ROBBERY,200 Block SHUMWAY ST,BUFFALO,NY,14206,42.88960641,-78.84502905
"865,517,819",2018 Aug 02 01:00:00 PM,LARCENY/THEFT,1700 Block BROADWAY,BUFFALO,NY,14206,42.89802749,-78.80748265
"939,194,813",2018 Dec 01 12:00:00 PM,SEXUAL ABUSE,100 Block ERB ST,BUFFALO,NY,14206,42.92125419,-78.80047322
"865,512,383",2018 Aug 02 07:20:00 AM,LARCENY/THEFT,600 Block AMHERST ST,BUFFALO,NY,14206,42.93999218,-78.81577627
"865,512,381",2018 Aug 02 10:55:03 AM,LARCENY/THEFT,300 Block AMHERST ST,BUFFALO,NY,14206,42.93983903,-78.82350631
"865,537,107",2018 Aug 02 08:00:00 PM,ASSAULT,SUFFOLK ST & LANGFIELD DR,BUFFALO,NY,14206,42.9298779,-78.81051063
"865,549,629",2018 Aug 02 11:14:43 PM,LARCENY/THEFT,500 Block GOODYEAR AV,BUFFALO,NY,14206,42.91070228,-78.822012
"939,027,629",2019 Jun 08 12:00:00 AM,LARCENY/THEFT,300 Block GIBSON ST,BUFFALO,NY,14206,42.89425844,-78.83844335
"865,482,084",2018 Aug 02 12:00:00 AM,ASSAULT,200 Block ASHLEY ST,BUFFALO,NY,14206,42.89374911,-78.82008071
"865,478,524",2018 Aug 02 12:30:00 AM,UUV,100 Block HEWITT AV,BUFFALO,NY,14206,42.94259219,-78.81903529
"936,073,579",2019 Aug 13 03:00:00 PM,LARCENY/THEFT,1 Block WOLTZ AV,BUFFALO,NY,14206,42.89563756,-78.83520225
"925,776,226",2019 Jul 10 12:00:00 PM,LARCENY/THEFT,800 Block EXCHANGE ST,BUFFALO,NY,14206,42.87357626,-78.84757273
"925,808,996",2019 Jul 13 02:16:00 PM,UUV,100 Block POMONA PL,BUFFALO,NY,14206,42.86273172,-78.81220386
"925,788,525",2019 Jul 15 03:00:07 PM,BURGLARY,100 Block MANHATTAN AV,BUFFALO,NY,14206,42.93585122,-78.82786002
"936,144,167",2019 Aug 16 03:09:13 AM,BURGLARY,1 Block JONES ST,BUFFALO,NY,14206,42.87983472,-78.83431715
"726,600,125",2015 Aug 08 06:06:00 PM,LARCENY/THEFT,1 Block PAGE AV,BUFFALO,NY,14206,42.94090651,-78.8113728
